Community Board Complaints  6/1/2015 to 6/30/2015,,,,,,,,,,,
Complaint Number,Status,Date Entered,Address,Bin,Community Board,Special District,Complaint Category,Unit,Disposition Date,Disposition Code,Inspection Date
3519556,ACTIVE,6/20/2015,1831 BENSON AVENUE,3331051,311,,5,BKLYN,,,
3519557,CLOSED,6/20/2015,279 EAST 17 STREET,3118505,314,,35,BKLYN,6/23/2015,K1,6/22/2015
3519558,CLOSED,6/20/2015,   7 AVENUE,9999993,306,,59,ELCTR,6/23/2015,K1,6/22/2015
3519561,ACTIVE,6/20/2015,1820 CORTELYOU ROAD,3118786,314,,63,ELEVR,,,
3519562,ACTIVE,6/20/2015,931 GRAND STREET,3070484,301,,5,BKLYN,,,
3519563,ACTIVE,6/20/2015,931 GRAND STREET,3070484,301,,9,BKLYN,,,
3519564,ACTIVE,6/20/2015,1008 NEW YORK AVENUE,3110092,317,,45,BKLYN,,,
3519565,CLOSED,6/20/2015,1541 KIMBALL STREET,3219278,318,,30,ERT,6/23/2015,A3,6/23/2015
3519567,ACTIVE,6/21/2015,277 EASTERN PARKWAY,3029654,308,,63,ELEVR,,,
3519568,CLOSED,6/21/2015,171 BAYARD STREET,3067868,301,,14,EXCAV,6/22/2015,I2,6/22/2015
3519569,ACTIVE,6/21/2015,2028 WEST 4 STREET,3191249,311,,31,BKLYN,,,
3519570,CLOSED,6/21/2015,433 MARCUS GARVEY BOULEVARD,3046715,303,,4J,ERT,6/21/2015,MA,6/20/2015
3519571,CLOSED,6/21/2015,300 MALCOLM X BOULEVARD,3047157,303,,4J,ERT,6/21/2015,MK,6/19/2015
3519572,ACTIVE,6/21/2015,1674 WEST 5 STREET,3175585,311,,4,ERT,,,
3519573,CLOSED,6/21/2015,1188 BROADWAY,3043688,303,,4J,ERT,6/21/2015,MD,6/20/2015
3519574,ACTIVE,6/21/2015,7106 FT HAMILTON PARKWAY,3146988,310,,45,BKLYN,,,
3519575,ACTIVE,6/21/2015,6814 FT HAMILTON PARKWAY,3143034,310,,4,ERT,,,
3519576,ACTIVE,6/21/2015,169 WASHINGTON PARK,3058272,302,,5,BKLYN,,,
3519577,CLOSED,6/21/2015,   3 AVENUE,9999993,306,,10,ERT,6/22/2015,K1,6/22/2015
3519578,ACTIVE,6/21/2015,154 GLEN STREET,3093476,305,,74,BKLYN,,,
3519579,CLOSED,6/21/2015,437 THROOP AVENUE,3051031,303,,30,ERT,6/23/2015,V3,6/21/2015
3519580,ACTIVE,6/21/2015,123 PARK AVENUE,3057962,302,,86,BEST,6/22/2015,D4,6/22/2015
3519581,CLOSED,6/21/2015,123 PARK AVENUE,3057962,302,,5,BKLYN,6/23/2015,H1,6/23/2015
3519582,CLOSED,6/21/2015,422 GLENMORE AVENUE,3083830,305,,1E,SCFLD,6/23/2015,A8,6/22/2015
3519583,ACTIVE,6/21/2015,14 OLD FULTON STREET,3001469,302,,53,BKLYN,,,
3519584,ACTIVE,6/21/2015,342 FRANKLIN AVENUE,3056317,303,,45,BKLYN,,,
3519585,ACTIVE,6/21/2015,4918 11 AVENUE,3137628,312,,85,BKLYN,,,
3519586,CLOSED,6/21/2015,453 UTICA AVENUE,3099220,317,,74,BKLYN,6/23/2015,I1,6/23/2015
3519587,CLOSED,6/21/2015,365 SACKMAN STREET,3084013,316,,30,ERT,6/22/2015,I2,6/21/2015
3519588,ACTIVE,6/21/2015,232 MESEROLE STREET,3071173,301,,5,BKLYN,,,
3519589,CLOSED,6/21/2015,20 VANDALIA AVENUE,3342906,305,,5C,ERT,6/22/2015,H1,6/22/2015
3519590,ACTIVE,6/21/2015,1224 74 STREET,3159364,310,,5,BKLYN,,,
3519591,CLOSED,6/21/2015,6517 15 AVENUE,3133727,311,,37,ERT,6/22/2015,I2,6/22/2015
3519592,ACTIVE,6/21/2015,487 3 AVENUE,3022451,306,,4,ERT,,,
3519593,ACTIVE,6/21/2015,214 BAY 20 STREET,3168667,311,,5,BKLYN,,,
3519594,ACTIVE,6/21/2015,559 72 STREET,3146691,310,,45,BKLYN,,,
3519595,ACTIVE,6/21/2015,124 MACDONOUGH STREET,3053510,303,,5,BKLYN,,,
3519596,ACTIVE,6/21/2015,936 80 STREET,3151456,310,,45,BKLYN,,,
3519597,CLOSED,6/21/2015,818 FLUSHING AVENUE,3071808,304,,85,BKLYN,6/23/2015,F1,6/23/2015
3519598,CLOSED,6/21/2015,FLATBUSH AVENUE EXTENSION,9999993,302,,15,BKLYN,6/22/2015,K1,6/22/2015
3519599,ACTIVE,6/21/2015,115 AVENUE S,3177897,311,,45,BKLYN,,,
3519600,ACTIVE,6/21/2015,1267 38 STREET,3123172,312,,83,BKLYN,,,
3519601,ACTIVE,6/21/2015,52 SOUTH 4 STREET,3063399,301,,9,BKLYN,,,
3519603,ACTIVE,6/21/2015,396 ADELPHI STREET,3055852,302,,45,BKLYN,,,
3519605,ACTIVE,6/21/2015,640 DITMAS AVENUE,3127213,312,,59,ELCTR,,,
3519607,ACTIVE,6/21/2015,789 ST MARKS AVENUE,3030735,308,,63,ELEVR,,,
3519608,ACTIVE,6/21/2015,882 54 STREET,3139144,312,,55,BKLYN,,,
3519610,ACTIVE,6/21/2015,1147 BROOKLYN AVENUE,3110647,317,,74,BKLYN,,,
3519612,ACTIVE,6/21/2015,265 EUCLID AVENUE,3092670,305,,45,BKLYN,6/30/2015,C1,6/29/2015
3519613,ACTIVE,6/21/2015,1184 JEFFERSON AVENUE,3077888,304,,4A,SPOPS,,,
3519614,ACTIVE,6/21/2015,446 KOSCIUSZKO STREET,3043392,303,,45,BKLYN,,,
3519616,ACTIVE,6/21/2015,165 COVERT STREET,3079055,304,,4A,SPOPS,,,
3519617,ACTIVE,6/22/2015,98 SUNNYSIDE AVENUE,3086347,305,,74,BKLYN,,,
3519618,CLOSED,6/22/2015,580 EMPIRE BOULEVARD,3035184,309,,18,ERT,6/23/2015,I2,6/23/2015
3519619,ACTIVE,6/22/2015,580 EMPIRE BOULEVARD,3035184,309,,63,ELEVR,,,
3519620,CLOSED,6/22/2015,1654 UNION STREET,3037758,309,,37,ERT,6/22/2015,I2,6/22/2015
3519621,ACTIVE,6/22/2015,1677 WEST 8 STREET,3175480,311,,74,BKLYN,,,
3519622,ACTIVE,6/22/2015,8868 19 AVENUE,3169798,311,,45,BKLYN,,,
3519623,CLOSED,6/22/2015,56 SOUTH 3 STREET,3256401,301,,30,ERT,6/23/2015,I2,6/23/2015
3519624,ACTIVE,6/22/2015,715 RIVERDALE AVENUE,3085200,305,,58,BOILR,,,
3519625,ACTIVE,6/22/2015,1211 DEAN STREET,3030081,308,,5,BKLYN,,,
3519626,CLOSED,6/22/2015,5511 FORT HAMILTON PARKWAY,3139614,312,,56,BOILR,6/22/2015,A8,6/20/2015
3519627,CLOSED,6/22/2015,1850 66 STREET,3134351,311,,30,ERT,6/23/2015,H1,6/23/2015
3519628,CLOSED,6/22/2015,541 BERGEN STREET,3027834,308,,10,ERT,6/23/2015,I2,6/23/2015
3519629,ACTIVE,6/22/2015,541 BERGEN STREET,3027834,308,,5,BKLYN,,,
3519630,CLOSED,6/22/2015,365 CUMBERLAND STREET,3343852,302,,5,BKLYN,6/25/2015,H1,6/25/2015
3519631,ACTIVE,6/22/2015,1320 EAST 27 STREET,3210198,314,,83,BKLYN,,,
3519632,CLOSED,6/22/2015,365 CUMBERLAND STREET,3343852,302,,14,EXCAV,6/26/2015,I2,6/25/2015
3519633,ACTIVE,6/22/2015,1315 EAST 35 STREET,3209859,318,,31,BKLYN,,,
3519634,ACTIVE,6/22/2015,60 EAST 16 STREET,3116456,314,,45,BKLYN,,,
3519635,CLOSED,6/22/2015,259 ST NICHOLAS AVENUE,3075817,304,,86,BKLYN,6/23/2015,I2,6/23/2015
3519636,CLOSED,6/22/2015,268 BAY RIDGE AVENUE,3414178,310,,30,ERT,6/22/2015,I2,6/22/2015
3519637,ACTIVE,6/22/2015,315 AVENUE U,3191548,315,,2G,SPOPS,,,
3519638,CLOSED,6/22/2015,3516 NEPTUNE AVENUE,3188711,313,,29,BKLYN,6/29/2015,I2,6/27/2015
3519639,ACTIVE,6/22/2015,1557 EAST 37 STREET,3211896,318,,5,BKLYN,,,
3519640,CLOSED,6/22/2015,2259 RYDER STREET,3242282,318,,65,PLUMB,6/22/2015,I2,6/22/2015
3519642,CLOSED,6/22/2015,1659 59 STREET,3131409,312,,4C,EXCAV,6/22/2015,L3,6/19/2015
3519644,CLOSED,6/22/2015,874 EAST 40 STREET,3213253,317,,5,BKLYN,6/25/2015,I1,6/25/2015
3519645,ACTIVE,6/22/2015,493 PUTNAM AVENUE,3051746,303,,85,BKLYN,,,
3519646,CLOSED,6/22/2015,49 SHERIDAN AVENUE,3093732,305,,45,BKLYN,6/25/2015,H1,6/25/2015
3519647,CLOSED,6/22/2015,111 POWERS STREET,3322981,301,,45,BKLYN,6/25/2015,H1,6/25/2015
3519648,ACTIVE,6/22/2015,715 EAST 96 STREET,3228396,317,,45,BKLYN,,,
3519649,ACTIVE,6/22/2015,SULLIVAN PLACE,9999993,309,,5,BKLYN,,,
3519650,CLOSED,6/22/2015,111 POWERS STREET,3322981,301,,31,BKLYN,6/25/2015,H1,6/25/2015
3519653,CLOSED,6/22/2015,SULLIVAN PLACE,9999993,309,,3,ERT,6/22/2015,F6,6/22/2015
3519655,ACTIVE,6/22/2015,1708 PRESIDENT STREET,3037968,309,,74,BKLYN,,,
3519656,CLOSED,6/22/2015,314 79 STREET,3150850,310,,63,ELEVR,6/22/2015,I2,6/8/2015
3519657,ACTIVE,6/22/2015,735 OCEAN AVENUE,3118543,314,,63,ELEVR,,,
3519658,CLOSED,6/22/2015,1004 HEGEMAN AVENUE,3098666,305,,73,BKLYN,6/25/2015,I1,6/25/2015
3519659,ACTIVE,6/22/2015,425 GRAND AVENUE,3056805,302,,45,BKLYN,,,
3519660,CLOSED,6/22/2015,391 HENRY STREET,9999993,306,,5,BKLYN,6/22/2015,K1,6/22/2015
3519661,CLOSED,6/22/2015,441 FRANKLIN AVENUE,3057195,303,,4C,EXCAV,6/22/2015,L3,6/17/2015
3519662,CLOSED,6/22/2015,391 HENRY STREET,9999993,306,,59,ELCTR,6/29/2015,K1,6/27/2015
3519665,CLOSED,6/22/2015,307 VANDERBILT AVENUE,3055277,302,,91,ERT,6/24/2015,I2,6/24/2015
3519666,CLOSED,6/22/2015,422 GLENMORE AVENUE,3083830,305,,23,SCFLD,6/23/2015,H1,6/22/2015
3519668,ACTIVE,6/22/2015,393 HENRY STREET,3003214,306,,5,BKLYN,,,
3519669,CLOSED,6/22/2015,1240 BROADWAY,3043943,303,,37,ERT,6/23/2015,I2,6/23/2015
3519670,ACTIVE,6/22/2015,209 PROSPECT PARK WEST,3026730,307,,5,BKLYN,,,
3519671,CLOSED,6/22/2015,876 HANCOCK STREET,3039932,303,,4C,EXCAV,6/22/2015,L3,6/17/2015
3519673,CLOSED,6/22/2015,393 HENRY STREET,3003214,306,,59,ELCTR,6/27/2015,C2,6/27/2015
3519675,ACTIVE,6/22/2015,404 MADISON STREET,3051737,303,,1Z,EXEC,6/30/2015,C3,6/20/2015
3519676,ACTIVE,6/22/2015,9824 FOSTER AVENUE,3229120,318,,1Z,EXEC,,,
3519677,CLOSED,6/22/2015,369 BERRY STREET,3806466,301,,4C,EXCAV,6/22/2015,L3,6/17/2015
3519678,CLOSED,6/22/2015,859 70 STREET,3145936,310,,1Z,EXEC,6/30/2015,I2,6/27/2015
3519679,CLOSED,6/22/2015,  46 STREET,9999993,312,,83,BKLYN,6/22/2015,K1,6/22/2015
3519680,ACTIVE,6/22/2015,44 HEMLOCK STREET,3091005,305,,45,BKLYN,,,
3519681,ACTIVE,6/22/2015,1419 NEW YORK AVENUE,3327552,317,,63,ELEVR,,,
3519682,ACTIVE,6/22/2015,149 CLIFTON PLACE,3055648,303,,9,BKLYN,,,
3519684,ACTIVE,6/22/2015,371 NEPTUNE AVENUE,3196333,313,,59,ELCTR,6/27/2015,C1,6/27/2015
3519686,CLOSED,6/22/2015,32 COURT STREET,3002248,302,,59,ELCTR,6/27/2015,C2,6/27/2015
3519687,CLOSED,6/22/2015,5316 NEW UTRECHT AVENUE,3138988,312,,59,ELCTR,6/26/2015,A8,6/23/2015
3519688,CLOSED,6/22/2015,1158 EAST 7 STREET,3171122,312,,59,ELCTR,6/27/2015,C2,6/27/2015
3519689,ACTIVE,6/22/2015,2250 80 STREET,3163478,311,,35,BKLYN,,,
3519690,ACTIVE,6/22/2015,1019 SURF AVENUE,3196571,313,,59,ELCTR,6/27/2015,C1,6/27/2015
3519691,ACTIVE,6/22/2015,2739 ATLANTIC AVENUE,3083363,305,,59,ELCTR,6/24/2015,C1,6/23/2015
3519692,CLOSED,6/22/2015,479 EVERGREEN AVENUE,3076745,304,,59,ELCTR,6/24/2015,I2,6/23/2015
3519693,ACTIVE,6/22/2015,1687 EAST 2 STREET,3175999,315,,45,BKLYN,,,
3519694,ACTIVE,6/22/2015,14 OLD FULTON STREET,3001469,302,,5,BKLYN,,,
3519695,ACTIVE,6/22/2015,8430 NEW UTRECHT AVENUE,3165137,311,,1Z,EXEC,,,
3519696,ACTIVE,6/22/2015,708 A DEGRAW STREET,3418335,306,,66,PLUMB,6/25/2015,D2,6/25/2015
3519697,ACTIVE,6/22/2015,28 OAKLAND PLACE,3117738,317,,45,BKLYN,,,
3519698,CLOSED,6/22/2015,1419 BATH AVENUE,3167193,311,,74,BKLYN,6/25/2015,I1,6/25/2015
3519699,ACTIVE,6/22/2015,185 BEDFORD AVENUE,3062094,301,,2G,SPOPS,,,
3519700,ACTIVE,6/22/2015,185 BEDFORD AVENUE,3062094,301,,2G,SPOPS,,,
3519701,ACTIVE,6/22/2015,185 BEDFORD AVENUE,3062094,301,,2G,SPOPS,,,
3519702,CLOSED,6/22/2015,1079 BROADWAY,3073443,304,,45,BKLYN,6/25/2015,H1,6/25/2015
3519703,CLOSED,6/22/2015,425 WASHINGTON AVENUE,3056057,302,,59,ELCTR,6/29/2015,C2,6/29/2015
3519704,CLOSED,6/22/2015,9215 4 AVENUE,3155317,310,,37,ERT,6/23/2015,I2,6/23/2015
3519705,ACTIVE,6/22/2015,652 MAPLE STREET,3106869,309,,53,BKLYN,,,
3519706,CLOSED,6/22/2015,1550 EAST 56 STREET,3221226,318,,29,BKLYN,6/29/2015,I2,6/27/2015
3519707,CLOSED,6/22/2015,557 WILSON AVENUE,3078862,304,,10,ERT,6/23/2015,I2,6/23/2015
3519708,ACTIVE,6/22/2015,557 WILSON AVENUE,3078862,304,,45,BKLYN,,,
3519709,CLOSED,6/22/2015,100 DOSCHER STREET,3811101,305,,91,SCFLD,6/24/2015,L1,6/23/2015
3519710,ACTIVE,6/22/2015,1820 CORTELYOU ROAD,3118786,314,,63,ELEVR,,,
3519711,CLOSED,6/22/2015,100  DOCHER STREET,9999993,3,,83,BKLYN,6/22/2015,K1,6/22/2015
3519712,CLOSED,6/22/2015,806 DEKALB AVENUE,3049658,303,,5C,BEST,7/1/2015,I2,7/1/2015
3519713,CLOSED,6/22/2015,477 CHRISTOPHER AVENUE,3085232,316,,31,BKLYN,6/26/2015,I2,6/24/2015
3519714,ACTIVE,6/22/2015,3101 BRIGHTON 2 STREET,3245061,313,,63,ELEVR,,,
3519715,CLOSED,6/22/2015,120 NASSAU STREET,3000183,302,,3,ERT,6/23/2015,I2,6/23/2015
3519716,CLOSED,6/22/2015,1311 BRIGHTWATER AVENUE,3245726,313,,30,ERT,6/24/2015,A8,6/24/2015
3519717,CLOSED,6/22/2015,2649  E. 23 STREET,3205175,315,,2E,BEST,6/22/2015,P6,6/22/2015
3519718,ACTIVE,6/22/2015,41 PINE STREET,3091648,305,,5,BKLYN,,,
3519719,CLOSED,6/22/2015,KINGSTON AVENUE,9999993,308,,5,BKLYN,6/22/2015,K1,6/22/2015
3519720,CLOSED,6/22/2015,6910 6 AVENUE,3145810,310,,45,BKLYN,6/26/2015,Y3,6/25/2015
3519721,ACTIVE,6/22/2015,1000 MANHATTAN AVENUE,3064171,301,,53,BKLYN,,,
3519722,ACTIVE,6/22/2015,115 ROCKAWAY AVENUE,3337942,316,,5,BKLYN,,,
3519725,ACTIVE,6/22/2015,5012 20 AVENUE,3129526,312,,5,BKLYN,,,
3519726,CLOSED,6/22/2015,281 TOMPKINS AVENUE,3338675,303,,5,BKLYN,6/25/2015,I1,6/25/2015
3519727,CLOSED,6/22/2015,381 LEGION STREET,3082186,316,,37,ERT,6/24/2015,I2,6/24/2015
3519729,ACTIVE,6/22/2015,5012 20 AVENUE,3129526,312,,6,BKLYN,,,
3519730,ACTIVE,6/22/2015,5014 20 AVENUE,3129527,312,,6,BKLYN,,,
3519731,ACTIVE,6/22/2015,2853 WEST 15 STREET,3349284,313,,85,BKLYN,,,
3519732,ACTIVE,6/22/2015,402 RIDGEWOOD AVENUE,3092195,305,,45,BKLYN,,,
3519733,ACTIVE,6/22/2015,928 BAY RIDGE PARKWAY,3148939,310,,90,OBM,,,
3519734,CLOSED,6/22/2015,462 CENTRAL AVENUE,3077029,304,,90,OBM,6/22/2015,A3,6/22/2015
3519735,ACTIVE,6/22/2015,1820 CORTELYOU ROAD,3118786,314,,63,ELEVR,,,
3519736,CLOSED,6/22/2015,462 CENTRAL AVENUE,3077029,304,,90,OBM,6/22/2015,A3,6/22/2015
3519737,CLOSED,6/22/2015,462 CENTRAL AVENUE,3077029,304,,90,OBM,6/22/2015,A3,6/22/2015
3519738,CLOSED,6/22/2015,462 CENTRAL AVENUE,3077029,304,,90,OBM,6/22/2015,A8,6/22/2015
3519740,ACTIVE,6/22/2015,1121 59 STREET,3322412,312,,5,BKLYN,,,
3519741,CLOSED,6/22/2015,832 LEXINGTON AVENUE,3044429,303,,91,ERT,6/22/2015,I2,6/22/2015
3519742,CLOSED,6/22/2015,1100 PARK PLACE,3031695,308,,5,BKLYN,6/22/2015,A3,6/22/2015
3519743,ACTIVE,6/22/2015,771 45 STREET,3011385,307,,59,ELCTR,6/30/2015,C1,6/30/2015
3519744,CLOSED,6/22/2015,437 THROOP AVENUE,3051031,303,,86,BKLYN,6/23/2015,A3,6/23/2015
3519746,CLOSED,6/22/2015,701 MONROE STREET,3044690,303,,30,ERT,6/23/2015,I2,6/23/2015
3519747,CLOSED,6/22/2015,58 ABBEY COURT,3249419,315,,5,BKLYN,6/25/2015,H1,6/25/2015
3519748,CLOSED,6/22/2015,58 ABBEY COURT,3249419,315,,15,BKLYN,6/25/2015,H1,6/25/2015
3519749,ACTIVE,6/22/2015,217 DEVOE STREET,3070358,301,,85,BKLYN,,,
3519750,CLOSED,6/22/2015,342 BROADWAY,3059756,301,,1Z,EXEC,6/30/2015,I2,6/27/2015
3519751,CLOSED,6/22/2015,5511 FORT HAMILTON PARKWAY,3139614,312,,1Z,EXEC,6/30/2015,I2,6/27/2015
3519753,CLOSED,6/22/2015,2185 SCHENECTADY AVENUE,3220865,318,,37,ERT,6/24/2015,I2,6/24/2015
3519754,CLOSED,6/22/2015,348 13 STREET,3023511,306,,37,ERT,6/23/2015,A8,6/23/2015
3519755,CLOSED,6/22/2015,1110 HALSEY STREET,3078794,304,,37,ERT,6/23/2015,A8,6/23/2015
3519757,ACTIVE,6/22/2015,123 HALSEY STREET,3052714,303,,5,BKLYN,,,
3519758,CLOSED,6/22/2015,2401 63 STREET,3172523,311,,30,ERT,6/23/2015,I2,6/23/2015
3519759,ACTIVE,6/22/2015,16 LEXINGTON AVENUE,3335033,302,,9,BKLYN,,,
3519760,CLOSED,6/22/2015,7204 6 AVENUE,3147487,310,,45,BKLYN,6/26/2015,Y3,6/25/2015
3519761,CLOSED,6/22/2015,125 HART STREET,3049138,303,,29,BKLYN,6/25/2015,I1,6/25/2015
3519762,ACTIVE,6/22/2015,7204 6 AVENUE,3147487,310,,53,BKLYN,,,
3519763,ACTIVE,6/22/2015,42 BRIGHTON 5 COURT,3244450,313,,15,BKLYN,,,
3519764,ACTIVE,6/22/2015,367 95 STREET,3155501,310,,45,BKLYN,,,
3519765,ACTIVE,6/22/2015,541 88 STREET,3153827,310,,83,BKLYN,,,
3519766,ACTIVE,6/22/2015,367 95 STREET,3155501,310,,5,BKLYN,,,
3519767,CLOSED,6/22/2015,367 95 STREET,3155501,310,,65,PLUMB,6/24/2015,A3,6/24/2015
3519768,CLOSED,6/22/2015,367 95 STREET,3155501,310,,59,ELCTR,6/26/2015,I2,6/24/2015
3519769,ACTIVE,6/22/2015,305 MCGUINESS BOULEVARD,3064337,301,,45,BKLYN,,,
3519770,ACTIVE,6/22/2015,789 ST MARKS AVENUE,3030735,308,,45,SPOPS,6/30/2015,E6,6/30/2015
3519771,ACTIVE,6/22/2015,3715 FORT HAMILTON PARKWAY,3123030,312,,31,BKLYN,,,
3519772,CLOSED,6/22/2015,340 WEBSTER AVENUE,3127954,314,,45,BKLYN,6/25/2015,I1,6/25/2015
3519773,ACTIVE,6/22/2015,991 EAST 37 STREET,3206175,317,,45,BKLYN,,,
3519774,CLOSED,6/22/2015,1100 PARK PLACE,3031695,308,,20,ERT,6/22/2015,H1,6/22/2015
3519775,ACTIVE,6/22/2015,755 EAST 9 STREET,3170209,314,,59,ELCTR,6/27/2015,C1,6/27/2015
3519776,CLOSED,6/22/2015,86 BAY 46 STREET,3186907,313,,6,BKLYN,7/1/2015,I2,6/29/2015
3519777,CLOSED,6/22/2015,414 TOMPKINS AVENUE,3052760,303,,30,ERT,6/22/2015,A3,6/22/2015
3519778,CLOSED,6/22/2015,86 BAY 46 STREET,3186907,313,,5,BKLYN,6/30/2015,I2,6/29/2015
3519780,CLOSED,6/22/2015,533 A QUINCY STREET,3044253,303,,30,ERT,6/23/2015,A8,6/23/2015
3519781,CLOSED,6/22/2015,1092 WILLMOHR STREET,3102613,317,,30,ERT,6/22/2015,H1,6/22/2015
3519782,ACTIVE,6/22/2015,170 IRVING AVENUE,3074198,304,,5,BKLYN,,,
3519783,CLOSED,6/22/2015,533 A QUINCY STREET,3044253,303,,30,ERT,6/23/2015,H1,6/22/2015
3519784,ACTIVE,6/22/2015,662 RIVERDALE AVENUE,3085622,305,,45,BKLYN,,,
3519785,CLOSED,6/22/2015,5307 7 AVENUE,3014409,307,,30,ERT,6/23/2015,I2,6/23/2015
3519786,ACTIVE,6/22/2015,55 ABBEY COURT,3249420,315,,45,BKLYN,,,
3519788,CLOSED,6/23/2015,946 HERKIMER STREET,3048269,303,,83,BKLYN,7/1/2015,I2,7/1/2015
3519789,ACTIVE,6/23/2015,185 SCHAEFER STREET,3079283,304,,5,BKLYN,,,
3519790,ACTIVE,6/23/2015,322 WALSH COURT,3170361,314,,55,BKLYN,,,
3519791,ACTIVE,6/23/2015,1671 WEST 8 STREET,3175482,311,,74,BKLYN,,,
3519792,ACTIVE,6/23/2015,325 KENT AVENUE,3819952,301,,9,BKLYN,,,
3519793,CLOSED,6/23/2015,268 BUFFALO AVENUE,3037182,308,,23,SCFLD,6/30/2015,A8,6/30/2015
3519794,CLOSED,6/23/2015,1567 51 STREET,9999993,312,,83,BKLYN,6/23/2015,K1,6/23/2015
3519795,ACTIVE,6/23/2015,1571 51 STREET,3129358,312,,73,BKLYN,,,
3519796,ACTIVE,6/23/2015,137 TROUTMAN STREET,3829212,304,,29,BKLYN,,,
3519797,ACTIVE,6/23/2015,93 CARLTON AVENUE,3058046,302,,5,BKLYN,,,
3519798,CLOSED,6/23/2015,1781 A PACIFIC STREET,3395196,308,,86,EXCAV,6/25/2015,I2,6/23/2015
3519799,CLOSED,6/23/2015,827 DEAN STREET,3027717,308,,30,ERT,6/23/2015,I2,6/23/2015
3519800,ACTIVE,6/23/2015,1236 PACIFIC STREET,3029996,308,,63,ELEVR,,,
3519801,ACTIVE,6/23/2015,34 WOODHULL STREET,3005190,306,,5,BKLYN,,,
3519802,ACTIVE,6/23/2015,770 PUTNAM AVENUE,3045487,303,,73,BKLYN,,,
3519803,ACTIVE,6/23/2015,34 WOODHULL STREET,3005190,306,,4,ERT,,,
3519804,CLOSED,6/23/2015,476 UNION AVENUE,3322843,301,,91,ERT,6/24/2015,I2,6/24/2015
3519805,ACTIVE,6/23/2015,1236 PACIFIC STREET,3029996,308,,63,ELEVR,,,
3519806,ACTIVE,6/23/2015,892 MANHATTAN AVENUE,3065144,301,,49,SPOPS,,,
3519807,ACTIVE,6/23/2015,754 BARBEY STREET,3397368,305,,1Z,EXEC,6/30/2015,C3,6/27/2015
3519808,ACTIVE,6/23/2015,1236 PACIFIC STREET,3029996,308,,83,BKLYN,,,
3519809,ACTIVE,6/23/2015,131 BERRY STREET,3340970,301,,53,BKLYN,,,
3519810,ACTIVE,6/23/2015,192 COOPER STREET,3390396,304,,5,BKLYN,,,
3519811,ACTIVE,6/23/2015,1650 WEST 2 STREET,3175742,311,,45,BKLYN,,,
3519812,CLOSED,6/23/2015,111 POWERS STREET,3322981,301,,37,ERT,6/24/2015,A8,6/23/2015
3519813,CLOSED,6/23/2015,173 CONCORD STREET,3000193,302,,86,BKLYN,6/23/2015,A6,6/23/2015
3519814,CLOSED,6/23/2015,809 NEPTUNE AVENUE,3336560,313,,65,PLUMB,6/24/2015,I2,6/24/2015
3519815,ACTIVE,6/23/2015,723 46 STREET,3011756,307,,59,ELCTR,6/29/2015,D9,6/29/2015
3519816,CLOSED,6/23/2015,366 HEWES STREET,3256410,301,,30,ERT,6/24/2015,I2,6/24/2015
3519817,ACTIVE,6/23/2015,723 46 STREET,3011756,307,,66,PLUMB,6/29/2015,D2,6/29/2015
3519818,ACTIVE,6/23/2015,792 HART STREET,3073567,304,,5,BKLYN,,,
3519819,CLOSED,6/23/2015,2685 HOMECREST AVENUE,3204892,315,,30,ERT,6/25/2015,I2,6/25/2015
3519820,ACTIVE,6/23/2015,1423 DEKALB AVENUE,3073577,304,,58,BOILR,,,
3519821,CLOSED,6/23/2015,125 BRIGHTON 11 STREET,3245430,313,,5,BKLYN,6/29/2015,K1,6/29/2015
3519822,CLOSED,6/23/2015,5309 18 AVENUE,3130267,312,,3,ERT,6/24/2015,I2,6/24/2015
3519824,ACTIVE,6/23/2015,170 HAWTHORNE STREET,3115700,309,,66,PLUMB,,,
3519826,CLOSED,6/23/2015,100 DOSCHER STREET,3811101,305,,23,SCFLD,6/24/2015,H1,6/23/2015
3519827,ACTIVE,6/23/2015,1958 OCEAN AVENUE,3181616,314,,73,BKLYN,,,
3519828,CLOSED,6/23/2015,12 FRANKLIN STREET,3065477,301,IBZ,4B,SEP,6/25/2015,A9,6/19/2015
3519829,CLOSED,6/23/2015,88 HART STREET,3322100,303,,14,EXCAV,6/24/2015,H3,6/23/2015
3519830,ACTIVE,6/23/2015,100 DOSCHER STREET,3811101,305,,83,BKLYN,,,
3519831,CLOSED,6/23/2015,599 3 AVENUE,3838676,307,,5,BKLYN,6/25/2015,A3,6/10/2015
3519832,CLOSED,6/23/2015,133 PROSPECT AVENUE,3345846,307,,5,BKLYN,6/25/2015,A3,6/10/2015
3519833,CLOSED,6/23/2015,100 DOSCHER STREET,3811101,305,,91,ERT,6/30/2015,L2,6/29/2015
3519834,ACTIVE,6/23/2015,1546 46 STREET,3128581,312,,5,BKLYN,,,
3519835,CLOSED,6/23/2015,964 DEAN STREET,3028015,308,,30,ERT,6/23/2015,I2,6/23/2015
3519836,ACTIVE,6/23/2015,964 DEAN STREET,3028015,308,,9,BKLYN,,,
3519838,CLOSED,6/23/2015,2945 BRIGHTON 8 STREET,3244531,313,,15,BKLYN,6/23/2015,A8,6/6/2015
3519839,ACTIVE,6/23/2015,497 MARCY AVENUE,3048342,303,,2G,SPOPS,,,
3519840,ACTIVE,6/23/2015,497 MARCY AVENUE,3048342,303,,2G,SPOPS,,,
